tweet_id,sentiment,content,label,data_type
1961542599,love,wish i can be with her every day,3,train
1961543278,neutral,@ gadgetopia need to dm you but you are not following me. will send email.,1,train
1961543703,love,weekend!! <-empp even though i have work,3,train
1961544354,happiness,"@men: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i had totally be there!",4,train
1961544729,sadness,was talking to vincent miss him so baadly.,0,train
1961544816,neutral,"@men i would but he has premiering avatar footage and cannot do it then. also, we better hang out.",1,train
1961544968,worry,"i think a cat is trapped in my back garden but cannot find it. hopefully it is in someone elses garden, do not fancy finding a poorly cat",2,train
1961545117,worry,i do not have enough close contacts on twitter to do follow friday #has followfriday,2,train
1961545399,sadness,mourning venus' third round loss...,0,train
1961545455,worry,@men ugh some stupid teenagers just showed up. my peaceful time is over,2,train
1961545768,neutral,grr...everytime he gets a new girlfriend...i'm at the bottom of the totem pole,1,train
1961545984,sadness,@men i have been sick for like 5 days now...,0,train
1961546085,neutral,"@men wow, atleast u only have three weeks...i have two months to go are u going away?",1,train
1961546468,worry,@men i am sorry to hear that,2,train
1961546780,happiness,to all members of cf! check your facebook in computer immediately. a sweet video from gulardi is waiting for you all. made me teary,4,train
1961546865,worry,panera is not being nice to my iphone,2,train
1961547541,worry,@men easy for you to say. you walk away first. i am sorry but i am not ready yet. i have not finish caring for you.,2,train
1961547644,happiness,@men o dear. so you are going to be fucking that kiddoe and i am going to sit there doing... nothing! awesome where has <-empu the shopping?!&lt;3,4,train
1961547789,worry,@men what has the matter?,2,train
1961548130,sadness,@men no it is just going to be me we could not come up with enough money to get his ticket,0,train
1961548926,worry,"i am craving burrito boys - large halibut, with everything on it, no jalepenos, 1 line hot sauce. can anybody hook me up?",2,train
1961549088,worry,ok guess i need to do actual work now. how long until 5 pm? oh no. i may have to ditch early.,2,train
1961549356,sadness,i failed at cutting and peeling the mangoes hah. it was weird trying and my father did it like it was nothing.,0,train
1961549493,neutral,mymaths time...if only i cud read the mind of a nerd durin the exam,1,train
1961550645,neutral,is almost pacing while waiting for ups truck with my package from ichiban kan -- probably not until 18:00 est,1,train
1961550952,worry,i miss her ... i hope she comes back,2,train
1961551290,sadness,is not lookin 4ward 2 work 2mz... n if it is gna b like 2day-weatherwise- itl b even worse xo,0,train
1961551589,worry,"@men i hope he is ok too. i miss him and the doc better not be a douchenozzle, i shall be one right back!",2,train
1961551625,sadness,@men like almost above my sholders,0,train
1961551745,sadness,@men ew. sorry zach,0,train
1961551795,sadness,@men i agree 100^%! it is a great day! if only i had a window to see it...,0,train
1961552087,neutral,@men,1,train
1961552173,neutral,"@men actually, by the time i get there, the train would have arrived...",1,train
1961552804,neutral,starting the accounts for this year.,1,train
1961552879,worry,"wow, mosquitoes in the backyard suck. so does coughing myself half to death in the middle of the night and keeping cassidy awake too.",2,train
1961552966,worry,@men i am not goin have a way out there til b.dix gets off but we swimming tomorrow !,2,train
1961553069,worry,"going to have to eat something, i feel so horrid. i need a hug!",2,train
1961553149,sadness,"trip to dc next week canceled. so, no artomatic or beer with @men.",0,train
1961553307,neutral,i just got a wiff of pazik fart!,1,train
1961553425,neutral,"weekend with my cuzzo vivi, i cannot stand to have her leave me in 3 weeks",1,train
1961553499,sadness,"i am going on an excursion this week, so i will not be twitting...",0,train
1961553740,neutral,i also have to make space on my computer for the game. i do not meet the minimum requirements for sims 3 at the moment,1,train
1961554177,neutral,needs some snuggle time... but has to get through the work day first. boo.,1,train
1961554186,worry,"my back hurts and i am meant to be going out tonight, poor the rik",2,train
1961554216,worry,waiting for nearly an hour at the bank,2,train
1961554500,worry,"@men you can crash, you will just have to drive alone besides... i cannot crash, i got to work! lol wink or smirk",2,train
1961554794,happiness,"@men yay! at least i shall get to see you next year! i am sad, too.",4,train
1961554830,happiness,"just got done working with nate today...got another 100%! yippee!! <-empp he has going on vacation next week, so i have to brave calc on my own.",4,train
1961555085,neutral,dinner and shower time...then back to revision 5 days left!! <-empp,1,train
1961555224,neutral,"ok time to study for bus law and ethics, got to test today",1,train
1961555230,sadness,@men yes it went down smooth! too bad i have to get back to work though how are you enjoying your friday?,0,train
1961555728,worry,"@men i am not donating sweetie, i was at the doctor.",2,train
1961556157,sadness,"@men ahh.same here with geometry, like i said b4, if i did not have it, i would be graduated!! <-empp so i feel ur pain hun!",0,train
1961556816,worry,snotty nose poorly chest! this is not good!,2,train
1961556939,love,i wish i had a dog,3,train
1961557167,neutral,"@men comon , answer me what do you think about my friend drawning? x -url-",1,train
1961557344,worry,@men what has wrong?,2,train
1961557844,sadness,i cannot comment directly to someone... and i am here all alone,0,train
1961557954,sadness,i hate getting put on steroids. my face,0,train
1961558172,love,@men @men @men @men #has followfriday thank you so much. i am so behind. still at about half of what i had.,3,train
1961558629,sadness,@men lol clever i am extremely jealous of the amount of followers you have i only have 24,0,train
1961558960,neutral,@men i cannot even call a nigga man bitches on bogus shit. yah digg?,1,train
1961559246,worry,@men oh my goodness! how awful <-empu,2,train
1961559259,sadness,"@men i guess that means you did not beta-read either of my stories, huh?",0,train
1961563919,sadness,we are so sad the beautiful marisa dresses are leaving today (tear),0,train
1961563985,worry,"@men i keep trying but no, i did not win had the right answer though! trick question!",2,train
1961564364,sadness,refusing to accept that the us holiday is over. heading to woodies longboard diner in um ... hove...,0,train
1961564388,sadness,"just got back home, shit... again meeting tmrw,staying at sea view, i even do not my fresh undergarments tiring, 13 hrs working days",0,train
1961564683,sadness,manchester was wayy to busy! so warm today also! crying,0,train
1961565375,sadness,"i lost friends, when i did not do anything",0,train
1961565397,worry,@men what has <-empu up my homiee <-empu ?? <-empp i miss you live last night <-empu i hope your on tonight <-empu <-empu . i will hit you up cutie <-empu,2,train
1961565589,sadness,day off with nothing to do,0,train
1961565724,sadness,bad day,0,val
1961567207,worry,@men got any tips for a mum of a 14 yr old with cfs who cannot sleep at night. he falls asleep about 4a.m. till midday or so,2,train
1961567327,worry,waiting for @men to wake up... hazin a sad,2,train
1961567350,sadness,wish i was eating lunch w/ @men and @men,0,train
1961567453,worry,is gutted she is not going out tonight,2,train
1961567809,neutral,feeling madly sorry for myself... - ï¿½iï¿½m seck great dismay make me feel better i should be going to a fashion show... -url-,1,train
1961568056,neutral,i kinda like not having a car but there have been situations lately where i have been prevented from participating due to my carlessness.,1,train
1961568315,love,back with a great time spent with my cousins...technically uncles and aunts!also had an icecream...it dint taste that good,3,train
1961568715,worry,momz rubz it in tht i am not goin to the musiq soulchild contest. how rude! <-empu,2,train
1961569268,neutral,off to work for the day,1,train
1961569771,sadness,"@men oh, i am sorry you shall have lots of fun though, should be a great time!",0,train
1961569804,sadness,"i kno i am behind the times on this one, but i just learned that troy &quot;t-bag&quot; dixon died back on dec. 8th 2008. rip troy.",0,train
1961569910,worry,so much to do by 1 pm. i do not think i am going to get it all done,2,train
1961570156,worry,so it is my bday weekend and shit is already headed south...might have to drive to atl tonight,2,train
1961570232,worry,with e3 coming up the worst possible thing happened. no not swine flu! not aids! <-empu rrod!! <-empu <-empp,2,val
1961570881,worry,"god, i hate scary movies. they are not at all. i am such a wimpy.",2,train
1961571001,neutral,"today is not going the way i planned. early lunchbreak and i may not be back til mon. weekend going to be fun with friends, tho.",1,train
1961571269,worry,"starting pn lean coaching next week. cannot wait, i am about 5% compliant right now #has pnlc",2,train
1961571388,neutral,@men nothing bout 2 go 2 work,1,train
1961571732,worry,worried for my cousin and her son,2,val
1961571960,worry,"i wish i could buy blink 182 presale tickets, but i totally do not have the money right now. guess i have to wait for general admission...",2,train
1961572038,neutral,i am craving some cinnamon toast crunch. why is it so cold today!! <-empp,1,train
1961572254,worry,@men damn,2,train
1961572423,happiness,friday!! <-empu <-empp i got to work tommorow tho,4,train
1961572475,worry,@men aww me sry that was me yesterday ...,2,train
1961572969,neutral,excited for today! but still so much to do,1,train
1961573302,sadness,"@men sleep? i need to go to my mums but by the time i get there, clara will be in bed",0,train
1961573469,worry,"omg my head still hurts, i need to get my comics today so i got to hurry lol",2,train
1961573536,sadness,just burned my tongue!! <-empp,0,train
1961573717,sadness,is sad cuz my mommy leaves to indy today,0,train
1961573756,sadness,i am off to a fun filled evening at a funeral home ... joy.,0,train
1961573802,worry,staging consult ltr 2day in beautiful town of dundas. x files filmed episode there once. think i shall run in2 david duchovny? probably not,2,train
1961573820,sadness,"ugh the delivery was postponed, she has not having the baby til 5 and i shall be at work",0,train
1961573888,sadness,at work my head hurts a little due to my neck! i hate when i sleep wrong!,0,train
1961573986,worry,@men lol thanks!there scary to wear though,2,train
1961574072,neutral,done with exams...now focusing on summer school...dayuumm life's hard,1,train
1961574420,sadness,@men wish u was in the d!,0,train
1961574471,neutral,missed the hello kitty not enough time oh well,1,train
1961574579,neutral,"@men ah, i am so sorry it i played a game of psp with my friend tonight, and returned a while ago.",1,train
1961575228,happiness,@men womp womp woomp!,4,train
1961575429,worry,@men well i guess the mccafe=tastes like shit cured ur craving? you get the mcskillet? me wants,2,train
1961576060,worry,haavent read the paper yet about the magic loss nor did i get to watch the game last night... but i do know that we lost,2,train
1961576870,worry,i feel sick after that oreo and cheesecake milkskake lol,2,train
1961577021,worry,i have not logged onto minto.com in like 3 months and what i saw upset me got to do better!,2,train
1961577146,worry,@men bummed about the maxi dresses! i think they are so cute for summer but i am only 5'4&quot;!,2,train
1961577320,worry,@men that is never good especially on a friday night,2,train
1961577366,sadness,@men shit that is awful... could not believe it at first... so sad,0,train
1961577484,worry,@men haha! sorry to hear that,2,train
1961577596,sadness,@men can you fedex me some pizza? i have to cancel my nyc trip until later this summer,0,train
1961605689,worry,"ned to go to beathroom, do not know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.",2,train
1961605993,neutral,-url- - help me find my mising pugsly,1,train
1961606151,neutral,i am soo loney,1,train
1961606265,sadness,@men hope that migraine does not stick around for too long.,0,train
1961606633,neutral,@men blerrgh. i am too hot and all sticky,1,train
1961606638,neutral,"i want to go to vp, but no one is willing to come with me.",1,train
1961606703,worry,sunburn ouch,2,train
1961607313,sadness,@men asap. but... kids are asleep. i have a car seat for arianna. we can take her with us? i need to pay vs bill!,0,train
1961607424,worry,@men u just got me real excited because i thought teniece was on twitter...,2,train
1961607707,sadness,@men nor here... sad times,0,train
1961607885,sadness,@men i have tried and tried in the past to learn cockney but sadly it is near impossible to find books and things on it over here.,0,train
1961609116,worry,how has that possible? no rain forecast for pinkpop? and i have no ticket,2,train
1961609340,worry,"@men oh god, that is terrible.",2,train
1961609456,sadness,hates leaving teddy ... now i am miss both my boys damn,0,train
1961609478,worry,"@men curses. bad timing. we shall make it happen soon, though.",2,train
1961609602,sadness,"@men my computer got screwed to he shall by viruses. i just finished wiping the drive and reinstalling windows tongue sticking out, cheeky, playful or blowing a raspberry i want a mac...",0,train
1961610355,sadness,@men would defo have done that but i am already booked over t'other side of the country,0,train
1961610712,worry,"so not in the mood to go to work, but i guess it is got to be done",2,train
1961611230,love,"home until tomorrow. did my running and spinning. now time for chiropractor, laundry, shopping, and visiting family. missing nathan",3,train
1961611826,neutral,"@men oo growl and yummy time coming soon for you too huh oh yeah, i have been hunting for a combo tshirt, think i can find one? no",1,train
1961612049,happiness,"played friendly gm today(bulgaria). def. is on pt., offensively, still working on timing. israel on sun. got to cut 2 more players.",4,train
1961612597,love,"@men yeah, i am not really feeling it either. of course, i do not like the movie line, i wish that we we are getting more animated.",3,train
1961612810,neutral,tps reports.,1,train
1961612874,worry,"@men i have a lot of he shall yeah, and rebel meets rebel (dac + pantera) and like 10 pantera songs, i cannot find my cowboys from he shall cd",2,train
1961612940,worry,@men pups i would love to...butt i will be saving lives saturday night although i know i am missing a blast <-empu,2,train
1961613031,neutral,a short 5.25 hours left to go at work,1,train
1961613056,worry,"@men nah, could use a hug or three, but even that option is 2,00 miles away!",2,train
1961613212,neutral,@men nooo fb has been good to me...especially for the love of conversation,1,train
1961613248,sadness,i guess it was not meant for me to change it,0,train
1961613368,happiness,@men lol that shall teach me to blindly trust amazon search results without reading!,4,train
1961613677,worry,"@men that is at least a band-aid, that pa follows me...makes me feel less left out of the loop",2,train
1961613701,worry,wishing the rain would stay away for a while so that i can go to the pool,2,train
1961613794,worry,"is it too late to jump on a plane to richmond, va and go to the conditions concert?! ...i think that is a yes boo my life. and ohio.",2,train
1961614859,worry,it looks as though i am sick little friends,2,val
1961615450,sadness,@men dang...just so far away are not i? darn i shall just have to dream,0,train
1961615984,worry,-url- - i miss my babyy,2,train
1961616327,worry,workk! <-empu yay,2,train
1961616483,sadness,"@men wow, just saw your tweet about the proflowers fiasco. that is so not fun!",0,train
1961616519,sadness,@men i wish you we are here to take care of me,0,train
1961616685,neutral,@men yea it is nice! but i am only here for a weekend!,1,val
1961616844,neutral,woohoo! procrastinating doing any work by going out to lunch! have to wait for my sister now though dang it,1,train
1961617451,sadness,because i just lost my first field notes notebook 6 pages before filling it up!! <-empp rip #has fieldnotes,0,train
1961617789,worry,hates not being able to see his monitor. i have about 25 minutes before the sun is not blinding me,2,train
1961617806,neutral,does not kno wat to do now er is over saddo,1,train
1961618101,neutral,@men so you are the reason i cannot get a boc,1,train
1961618161,worry,@men but i am sure you shall find a new set of challenges at twitter. best of luck.,2,train
1961618176,love,just looked at the date...today the one year anniversary of my grandmother...miss her mane um sad,3,train
1961618615,worry,@men i cried like a baby when we had to put our cat down 2 years ago... for tears of happiness watch this -url-,2,train
1961619032,worry,"@men ohh that makes sense then. laughing, big grin or laugh with glasses and i need to reread the lotr trilogy, i lost the three books a long time ago and i am sad.",2,train
1961619249,worry,"@men cost of living also very cheap, but no social life, that is what i am scared of. being boring and having a dull life.",2,train
1961619695,sadness,"did not enjoy having to say goodbye to alex, v emotional times but the sun is making me happy !",0,train
1961619840,neutral,@men aww just read your tweet. i am not sure about later either (work too) feel it for us,1,train
1961620013,worry,very bummed i cannot go to the @men open house today. dd and i woke up with a stomach bug. blech. you all have fun!,2,train
1961620313,neutral,@men i kno i came in coz the sun kept going behind the clouds but now it has come back sat in my window now on the floor lol,1,train
1961642611,sadness,"brother #has 3 is wandering around the house in his underwear. as charming for his 2 sisters as it is for the other female guests, i am sure",0,train
1961642994,worry,"i do not want to lose my wisdom teeth, they make me wise. i will soon be without a trace of wisdom",2,train
1961643024,worry,is trying to buy a new bible...but they just are not the same...why did my dogs have to chew it up?,2,train
1961643116,love,"photo: so i still havnï¿½t hooked up my editing comp i know you guys miss my artwork, so iï¿½ve decided to... -url-",3,train
1961643343,worry,victor drew hannah montanna in my yearbook.hahaha. i am going to miss my 2nd per so much,2,train
1961643441,sadness,damn. stephane does not even feel sorry for me. off to work then,0,train
1961643688,happiness,excited to see the girls today; @men it is boring at work without you,4,train
1961644053,neutral,that little girl still holding her phone while tears are pouring out of her eyes,1,train
1961644274,worry,suddenly sick with the flu and quite sad about it,2,train
1961645342,neutral,got a case of the bubblies.,1,train
1961645412,sadness,@men is she in grade 5? i cannot do my daughters grade 4 math...soo sad,0,train
1961646153,sadness,-url- - i do not like this bangs! i want my hair back!,0,train
1961646246,sadness,dis damn usb charger is good for nothin. got to find that verizon store. my fone been dead since last nite,0,train
1961646377,worry,i am glad i do not have class on fridays. i need the break! algebra test on wednesday,2,train
1961646420,worry,"spent the whole day editing in pro tools...i luvv this thing and am becoming quite the pro, but it gives me insane headaches.",2,train
1961646529,worry,"@men oh no! that is no good! i pierced my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress code",2,train
1961646645,sadness,@men i am so very sad that i am at work today and cannot win tickets,0,train
1961647197,worry,@men @men it might be the swine flu! haha because i have got the flu,2,train
1961647541,sadness,the sun burned me today...my arms look angry party tonight tho babes! woop!,0,train
1961647853,worry,so sad... john cryer's ex-wife sarah trigger charged with abusing their son. he had rope marks around his neck -url-,2,train
1961648166,sadness,"i need to get in a good, hard workout today after work, i feel like i have been slacking! no good",0,train
1961648336,worry,this poor butterfly was dead -url-,2,train
1961648374,sadness,bloody exams next week,0,train
1961648495,neutral,"@men not sure, i think my #has revision efforts need to be s2 until monday.",1,val
1961648530,worry,this is a joke surely? -url-,2,train
1961648843,worry,am i the only one experiencing problems logging into digital point forums ?? <-empp,2,train
1961650030,neutral,i found out thro mama,1,train
1961650044,sadness,"@men it is sunny and hot in london today, while i sit in office cranking spreadsheets",0,train
1961650363,worry,@men i am here!... jdubb is @ his funky job...i guess... we are neglected,2,train
1961650923,worry,"#has bsnl, <-empu stupid net went down... been without email for a whole day",2,train
1961651188,worry,@men why are not you following me you bastard?! you are my own brother...,2,train
1961651729,happiness,@men jared's wearing a green shirt? *sparkly eyes* <-empu yee!! <-empu <-empp i hear #has asylm is highly disorganized hang in there!,4,train
1961652023,sadness,@men seems like u r just pushing your #has wcm site. i really cannot beleive you are an it pro and have not heard of #has joomla or #has drupal.,0,train
1961652403,sadness,is working all weekend,0,train
1961653423,worry,@men i am totally impressed! i could only wish to be an otaku! instead...i just get horrible nosebleeds when i see bishonen,2,train
1961653756,worry,@men ehh carnt stand hot weather,2,train
1961654073,worry,ugh feeling sick to my stomach and i have five more hours of work to go,2,train
1961654318,neutral,@men yes i am...i have r more hours to go,1,train
1961654478,neutral,i have nothing witty to say,1,train
1961655331,love,? thank <-empu you @men sana matanggap ako -url-,3,train
1961655423,sadness,"beer, garden, ipod, <-empu friday night, shame i have got to work tomorrow",0,train
1961656372,neutral,is revisingg,1,train
1961656398,neutral,@men wish i could say the same about the weather in mumbai. it is hot n horrible but guess it friday so one reason to be,1,train
1961656518,worry,@men oh no! what has up chuck?,2,train
1961657142,neutral,"@men aww, that is sad. i miss seeing you guys on the big screen.",1,train
1961657380,worry,"hour fifteen drive. just left, bored and ate half my food already",2,train
1961657794,neutral,"just finished an exam, every1 else has finished cos i chose i different course to my friends i have one more exam on thurs next week",1,train
1961657939,worry,50 is soo much better than 65 my biology score's so bad.,2,train
1961658016,sadness,"is back from the park and is very sunburnt cannot wait 4 @men 2night,and is going to get smashed...bein sober jst wnt b as fun!",0,train
1961658672,sadness,@men ouch. i hate it when that happens.,0,train
1961658707,neutral,@men i spoke but when niggas be looking at ya crazi all the time u just stop... plus i always used to see you all when i just wanted,1,train
1961658755,sadness,"@men ik, i feel soo bad for them",0,train
1961658831,worry,@men i tried phoning you,2,train
1961659012,neutral,"i am working on working, but it is not working",1,train
1961659374,sadness,what the he shall is going <-empu on?!?! <-empu last night and this morning sucked... <-empu more moving tonight.,0,train
1961659710,neutral,resorted to eating mickey ds alone. <-empu,1,train
1961685750,sadness,i need a jb but i dread the fact that it will have to be retail this summer,0,train
1961685762,worry,up and moving... my dad home when he should be working... i am due to work at 12,2,train
1961686001,worry,my invisibleshield has gone a yellow pissy colour! do not look good!,2,train
1961686814,neutral,i am exhausted new song &quot;one day&quot; on myspace check out -url-,1,train
1961687264,worry,no twang photopass for tonite,2,train
1961687378,love,"@men good morning, sis! alas, it shall be time for me to say goodnight soon.",3,train
1961687610,sadness,@men it did not - from research the traffic in this beautiful system of twitter is approx 100msg/second... mine only grabs 6msg/sec,0,train
1961687799,sadness,starting to get sad.,0,train
1961687853,neutral,at ihop with the besties...minus one where has the dr.?? <-empp at work of course,1,train
1961688149,sadness,feel like death evil headache and need to pack and drive to parents. bum.,0,train
1961688255,worry,memorizing the first 18 lines of the general prologue of the canterbury tales. ughh.,2,train
1961688292,worry,"big header folio (-url- has been up 2 hours, no sales yet i am really impatient lol",2,train
1961688603,sadness,i reaally need you,0,train
1961688985,sadness,@men that sucks.,0,train
1961688999,neutral,@men lol - funny thing is - i do not even know what class or even race half of the people in our group are yes - i am that clueless,1,train
1961689036,worry,"@men oh marly, i am so sorry!! <-empp i hope you find her soon!! <-empp heart heart",2,train
1961689330,worry,someone broke into my car big time = having a really bad day,2,train
1961689352,sadness,"@men the signal that makes your internet &quot;go&quot; is pretty bad getting a tech out will get that fixed up, though!",0,train
1961689749,worry,@men have you guys heard about the flu that is been going around? swine flu? hope you guys are safe there've been deaths already. :-s,2,train
1961689968,neutral,follow friday @men b/c she needs more followers,1,train
1961690574,sadness,r.i.p. <-empu sammie the cat,0,train
1961690590,happiness,@men ha ha thanks tom! i am such a loser! hopefully going on the 22nd june till 3rd july...what date u goin? u missing helen? x,4,train
1961690710,neutral,why does not joe sing in anything no affence nick but ur stealing the spotlight with guitar and singing !,1,train
1961690766,worry,pressly anne hamm misses her mommy while she is in texas -url-,2,train
1961692400,neutral,"@men if you think florida's heat will be too much, i will reluctantly take your place",1,train
1961692472,worry,i cannot believe i thought i had a morning shift today and told alex that i could take him to the airport. his flight is during my shift!,2,train
1961692571,neutral,@men i ran out of space...hugging jacob and edward is just by himself,1,train
1961692973,worry,shit my neighbors dog just died... it was hit by a damn car... feeling really sad,2,train
1961693049,sadness,at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,0,train
1961693051,worry,@men did you get your free chocolate?!? i still have not gotten my email.,2,train
1961694319,happiness,"@men haha yeah this is improving my nite big time!! <-empp i have to make a skype call soon tho, so will have to tear myself away...",4,train
1961694336,sadness,in the middle of breakfast the school called.yep...back to get shey...again.3rd migraine this week or maybe one that never went away,0,train
1961695183,neutral,@men i know!,1,train
1961695631,neutral,"just joined, no one is following me",1,train
1961695877,worry,"how did i manage to schedule all my bills to eat my money all at the same time? eve, rent and phone are all within a couple days -.-",2,train
1961697141,love,"maan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99",3,train
1961697278,neutral,i want to do something tonight after work... but i dunno what...,1,train
1961697328,worry,alcohol makes me tired. and i miss and want him so much. it hurts,2,train
1961697774,worry,ok...so i am twittin from my computer...its going to be bad when i get on my phone... because i am about to be lost like shit,2,train
1961697946,worry,i really <-empu wish i was spoiled!,2,train
1961698021,worry,rest in peace sheeba. you will be very missed. i am off to go cry now.,2,val
1961698086,neutral,it smells badly of garlic,1,train
1961698322,worry,today is going to be a long day,2,train
1961698670,neutral,@men me ttoo.,1,train
1961698847,neutral,@men yeah dude. mike is out,1,train
1961699242,sadness,damn...the right side of my earphones just stopped working all of a sudden. now i need to buy new ones...,0,train
1961700325,sadness,ooh my icecream's gone oh no wait i got another 2 boxes on the freezor! yumm,0,train
1961700450,neutral,brought the sf fog to la,1,train
1961701056,neutral,"curses, firewall/proxy server restrictions! @men it will have to wait until i get home",1,train
1961701176,sadness,"i have never had a starbucks coffee in my entire life, people keep making me jealous",0,train
1961701454,sadness,@men rt i have had few hearts the past few days on etsy boo hoo...totally the same for me too ((((((,0,train
1961701783,worry,momma martini went food shopping without me!! <-empp,2,train
1961701968,neutral,@men i do not think so,1,train
1961738516,worry,my whole body back pain treatment and detox starts monday. not looking forward to a summer of hot yoga and healthy food.,2,train
1961738653,worry,i do not think my twitpic is working,2,train
1961738726,worry,"just updated my to-do list (notepad, need something else?) with flickr and downloads. internet being slow and sluggish",2,train
1961739406,neutral,father is staying home and conference calling. sorry @men,1,train
1961739605,worry,"got to drop off some car parts for a buddy to press out, then to the dentist! -url-",2,train
1961739797,worry,"hmm i am very stuck, i have uploaded a picture but it does not show up skeptical, annoyed, undecided, uneasy or hesitant i urgently need serious twitter help lol",2,train
1961740395,sadness,i think i have buggered up my mobile ack. i am a stubborn arse and refuse to get a new one.,0,train
1961740911,sadness,weekend is getting close. too bad i shall be stuck up north hopefully i shall be able to get out next weekend for some real life fun.,0,train
1961741398,neutral,@men,1,train
1961741465,happiness,"outside for just about 1 hour, the sun was bloody hot - no tan wait for monday then will spend around 2 hours outside wink or smirk",4,train
1961741979,worry,"@men alas, the best i can offer is a small pony and a rowing boat",2,train
1961741993,love,@men it is pretty warm out now! i forgot k was sick though.,3,train
1961742133,sadness,"@men if they recorded it and sent it to people, they obviously meant for it to get out there. but if they didn't, i feel bad.",0,train
1961742294,neutral,@men do not count on it,1,train
1961742355,sadness,have to put my dog down tomorrow.,0,train
1961742455,neutral,shower before doctor's appointment,1,train
1961742554,sadness,my sunglasses broke,0,train
1961742564,love,@men ahh but but haha they are so cute together!! <-empp &gt;_&lt; cutest couple really! he has so sweet !,3,train
1961742568,worry,"i lost my nintendogs, it is very upsetting.",2,train
1961743103,worry,has a bad headache,2,train
1961743479,worry,@men @men i know it is sad. but back in 05 the auto industry did not understand that iphones would change our lives,2,train
1961743698,worry,i have three hours to do my hair. and it still <-empu will not be straight,2,train
1961744458,worry,"@men so sorry, i just found the members preview has been sold out for awhile. it opens at noon to the general public",2,train
1961744462,worry,exhausted and sick... my face is greenish,2,train
1961744502,sadness,"waiting for aaron to get into town, and then leave him for work. boo",0,train
1961744515,worry,"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",2,train
1961745077,worry,i hope amy is okai,2,train
1961745324,worry,i am so stressed and sad about pugsly missing. i hope he has okay. i am stuck at otrip and cannot look for him someone post his pic on fb 4 me,2,train
1961745706,neutral,"i am sitting in altanta. it is raining in boston. yay for flying in the rain, that should help with my fear.",1,train
1961746208,worry,"@men unfortunately, no.",2,train
1961746482,neutral,@men i am trying in lots of pain though.,1,train
1961746561,worry,@men bro. martin!! <-empp i need you to repent!! <-empp pam said we we are going to get to meet you last wknd...,2,train
1961746811,worry,"@men woow i want to join the maseera, but on bed rest cannot drive r thy going crazy or it is the boring type?",2,train
1961747041,worry,"bleargh. i can never clean as much of my house as i want to before work, no matter how early i wake up. today: sink, laundry.",2,train
1961747664,neutral,@men it means &quot;luv ya&quot; in zulu/xhosa. probably spelt it wrong lol. cannot b creative 2day ...tired so translated,1,train
1961747953,neutral,@men i know that feeling.,1,train
1961748312,worry,well paisley has one of those cone things around her head...so funny but i feel bad for her,2,train
1961748846,worry,"@men yeah man, they brought it back on the market a couple years ago...it scarce through",2,train
1961748925,sadness,@men do not depress me i have the mother-in-law staying the weekend. someone else to wait on other than the kids!,0,train
1961749265,sadness,@men sorry but i am not impressed in the slightest b/c u do not eat pussy...more like saddened and confused,0,train
1961749720,sadness,: why is it so cold!?!?!,0,train
1961749964,love,thinking of you - katy perry,3,train
1961750093,sadness,@men you are surrounded by them! i have no official nieces/nephews yet,0,train
1961750310,neutral,it is freezing and raining here,1,train
1961750452,sadness,is becoming edgy bcause the lappy has not arrive yet,0,train
1961750476,sadness,"another favorite local place bites the dust: con sabor cubano, the place i go to for the most amazing cuban sammiches, is closed",0,train
1961750934,worry,@men i took pics but i cannot find my camera chord to upload them my cell phone does not do justice. it feels like nothings on,2,train
1961750991,neutral,i just saw a pony that used to live in front of my house again. he has developed cushing's disease tho,1,train
1961751007,worry,@men @men @men @men byebye web buddies the cubes look so sad... sroach i had no idea you are bigtoach.,2,train
1961751069,neutral,thinking of making a google wave wordpress plugin in the next months... really want to test it,1,train
1961751114,sadness,@men seriously... it used to spend most of the time in my house...,0,train
1961751260,neutral,@men it is confusing and flippin expensive,1,train
1961751589,worry,"@men no kidding, the trends are pretty much useless now. too bad",2,train
1961751634,worry,yeaahh lunch but no food/money,2,train
1961751647,worry,heading out to the park with the kids - hope it does not rain -looking cloudy?,2,train
1961751982,neutral,fuck i hate when the strawberries run out in my special k,1,train
1961752373,worry,getting a cleaning on tues then getting a tooth pulled on thurs. then got to schedule a bridge that might need a root canal--ugh.,2,train
1961753889,worry,@men it is brokey,2,train
1961754033,sadness,where is the boss... i had like to have my check and leave please!,0,train
1961754140,sadness,we are not going to be able to talk again,0,train
1961754345,worry,sad today...neighbour taking down beautiful willow tree,2,train
1961755443,neutral,cart path only,1,train
1961755611,love,"damnn this day came to fast, but i cherished all the moment i had",3,train
1961756197,worry,@men @men pool party? why was not i informed?? <-empp,2,train
1961756472,sadness,michael scholfield is no more. he is dead. i am sorry,0,train
1961758357,sadness,had a good day but i am now skint again,0,train
1961758727,worry,@men oouuch!...good luck,2,train
1961758880,worry,@men i am the only one in the office! and i jammed the copier,2,train
1961758922,worry,"@men we are going to miss you. do not worry, there will be more for sure!",2,train
